P1	Elphinstone Road --> Bandra
P2557	Grant Road --> Palghar
P2558	Umroli --> Mahim
P2559	Lower Parel --> Matunga
P2560	Charni Road --> Umroli
P2561	Mumbai Central --> Matunga
P2562	Grant Road --> Mahalaxmi
P2563	Andheri --> Khar Road
P2564	Bhayandar --> Umroli
P2565	Virar --> Kelve Road
P2566	Bhayandar --> Dahanu Road
P2567	Borivali --> Mahalaxmi
P2568	Umroli --> Palghar
P2569	Jogeshwari --> Vaitarna
P2570	Matunga --> Mira Road
P2571	Vasai Road --> Marine Lines
P2572	Mahalaxmi --> Malad
P2573	Vangaon --> Dadar
P2574	Charni Road --> Naigaon
P2575	Virar --> Borivali
P2576	Matunga --> Elphinstone Road
P2577	Lower Parel --> Dahisar
P2578	Lower Parel --> Kelve Road
P2579	Lower Parel --> Vaitarna
P2580	Kandivali --> Vile Parle
P2581	Khar Road --> Vile Parle
P2582	Naigaon --> Jogeshwari
P2583	Boisar --> Bandra
P2584	Palghar --> Mumbai Central
P2585	Dahanu Road --> Khar Road
P2586	Virar --> Charni Road
P2587	Santacruz --> Boisar
P2588	Kandivali --> Mira Road
P2589	Malad --> Marine Lines
P2590	Matunga --> Boisar
P2591	Dadar --> Bandra
P2592	Vaitarna --> Malad
P2593	Charni Road --> Boisar
P2594	Palghar --> Dahanu Road
P2595	Boisar --> Khar Road
P2596	Andheri --> Umroli
P2597	Palghar --> Umroli
P2598	Goregaon --> Vangaon
P2599	Mahim --> Jogeshwari
P2600	Dahisar --> Kelve Road
P2601	Mahalaxmi --> Dahisar
P2602	Mumbai Central --> Dahanu Road
P2603	Dahanu Road --> Bandra
P2604	Lower Parel --> Vasai Road
P2605	Mahalaxmi --> Goregaon
P2606	Dahanu Road --> Mahim
P2607	Marine Lines --> Vaitarna
P2608	Naigaon --> Lower Parel
P2609	Malad --> Dadar
P2610	Marine Lines --> Mahim
P2611	Mumbai Central --> Mira Road
P2612	Marine Lines --> Kandivali
P2613	Matunga --> Mahalaxmi
P2614	Matunga --> Bhayandar
P2615	Elphinstone Road --> Mumbai Central
P2616	Elphinstone Road --> Nala Sopara
P2617	Kelve Road --> Mahalaxmi
P2618	Boisar --> Mahalaxmi
P2619	Goregaon --> Palghar
P2620	Dahanu Road --> Dadar
P2621	Saphale --> Kandivali
P2622	Mahim --> Saphale
P2623	Grant Road --> Dahisar
P2624	Grant Road --> Kandivali
P2625	Virar --> Boisar
P2626	Dadar --> Vasai Road
P2627	Marine Lines --> Churchgate
P2628	Charni Road --> Dadar
P2629	Borivali --> Khar Road
P2630	Boisar --> Bhayandar
P2631	Nala Sopara --> Mahalaxmi
P2632	Goregaon --> Dahisar
P2633	Mumbai Central --> Jogeshwari
P2634	Boisar --> Lower Parel
P2635	Vile Parle --> Nala Sopara
P2636	Boisar --> Andheri
P2637	Virar --> Borivali
P2638	Vaitarna --> Marine Lines
P2639	Andheri --> Santacruz
P2640	Mumbai Central --> Borivali
P2641	Mira Road --> Vangaon
P2642	Khar Road --> Boisar
P2643	Virar --> Bandra
P2644	Lower Parel --> Dahanu Road
P2645	Boisar --> Churchgate
P2646	Nala Sopara --> Lower Parel
P2647	Vile Parle --> Kelve Road
P2648	Dahisar --> Naigaon
P2649	Nala Sopara --> Kelve Road
P2650	Nala Sopara --> Vile Parle
P2651	Elphinstone Road --> Lower Parel
P2652	Lower Parel --> Vaitarna
P2653	Dahisar --> Mumbai Central
P2654	Kandivali --> Mahalaxmi
P2655	Virar --> Grant Road
P2656	Elphinstone Road --> Lower Parel
P2657	Khar Road --> Dahisar
P2658	Saphale --> Vangaon
P2659	Churchgate --> Virar
P2660	Nala Sopara --> Matunga
P2661	Vaitarna --> Elphinstone Road
P2662	Virar --> Marine Lines
P2663	Virar --> Charni Road
P2664	Grant Road --> Marine Lines
P2665	Charni Road --> Churchgate
P2666	Grant Road --> Vasai Road
P2667	Vangaon --> Khar Road
P2668	Marine Lines --> Bandra
P2669	Goregaon --> Kandivali
P2670	Grant Road --> Dadar
P2671	Andheri --> Santacruz
P2672	Mira Road --> Charni Road
P2673	Mumbai Central --> Bandra
P2674	Mumbai Central --> Mahim
P2675	Boisar --> Vaitarna
P2676	Matunga --> Dahanu Road
P2677	Andheri --> Boisar
P2678	Mira Road --> Dahisar
P2679	Virar --> Mahalaxmi
P2680	Borivali --> Dahisar
P2681	Palghar --> Vile Parle
P2682	Dadar --> Nala Sopara
P2683	Vangaon --> Kelve Road
P2684	Santacruz --> Goregaon
P2685	Santacruz --> Vangaon
P2686	Lower Parel --> Malad
P2687	Dahisar --> Boisar
P2688	Palghar --> Nala Sopara
P2689	Marine Lines --> Vangaon
P2690	Lower Parel --> Mahalaxmi
P2691	Churchgate --> Virar
P2692	Naigaon --> Marine Lines
P2693	Dadar --> Malad
P2694	Malad --> Palghar
P2695	Umroli --> Vile Parle
P2696	Goregaon --> Lower Parel
P2697	Palghar --> Bandra
P2698	Malad --> Matunga
P2699	Vile Parle --> Kandivali
P2700	Palghar --> Santacruz
P2701	Elphinstone Road --> Vasai Road
P2702	Jogeshwari --> Grant Road
P2703	Matunga --> Vaitarna
P2704	Dahisar --> Mira Road
P2705	Matunga --> Mahim
P2706	Nala Sopara --> Matunga
P2707	Vangaon --> Dadar
P2708	Vasai Road --> Mahalaxmi
P2709	Saphale --> Boisar
P2710	Kandivali --> Matunga
P2711	Mumbai Central --> Santacruz
P2712	Malad --> Marine Lines
P2713	Marine Lines --> Bandra
P2714	Andheri --> Bhayandar
P2715	Andheri --> Khar Road
P2716	Dahisar --> Jogeshwari
P2717	Santacruz --> Saphale
P2718	Mira Road --> Dadar
P2719	Mira Road --> Boisar
P2720	Charni Road --> Santacruz
P2721	Malad --> Elphinstone Road
P2722	Dahisar --> Malad
P2723	Andheri --> Vangaon
P2724	Vasai Road --> Goregaon
P2725	Dadar --> Lower Parel
P2726	Vile Parle --> Goregaon
P2727	Grant Road --> Elphinstone Road
P2728	Kandivali --> Kelve Road
P2729	Mahim --> Vile Parle
P2730	Elphinstone Road --> Dahanu Road
P2731	Mahalaxmi --> Goregaon
P2732	Umroli --> Lower Parel
P2733	Kelve Road --> Vaitarna
P2734	Bhayandar --> Jogeshwari
P2735	Mahalaxmi --> Kelve Road
P2736	Umroli --> Vasai Road
P2737	Kandivali --> Marine Lines
P2738	Goregaon --> Mira Road
P2739	Virar --> Dahisar
P2740	Churchgate --> Malad
P2741	Churchgate --> Jogeshwari
P2742	Nala Sopara --> Mahim
P2743	Vile Parle --> Umroli
P2744	Jogeshwari --> Vasai Road
P2745	Naigaon --> Vaitarna
P2746	Naigaon --> Marine Lines
P2747	Bhayandar --> Churchgate
P2748	Vaitarna --> Virar
P2749	Kelve Road --> Dahanu Road
P2750	Kandivali --> Vaitarna
P2751	Mahim --> Palghar
P2752	Santacruz --> Jogeshwari
P2753	Lower Parel --> Palghar
P2754	Dahisar --> Malad
P2755	Malad --> Andheri
P2756	Mahalaxmi --> Santacruz
P2757	Umroli --> Dahisar
P2758	Goregaon --> Grant Road
P2759	Vasai Road --> Saphale
P2760	Churchgate --> Matunga
P2761	Goregaon --> Boisar
P2762	Lower Parel --> Umroli
P2763	Vasai Road --> Grant Road
P2764	Saphale --> Grant Road
P2765	Elphinstone Road --> Lower Parel
P2766	Churchgate --> Matunga
P2767	Andheri --> Charni Road
P2768	Dahisar --> Naigaon
P2769	Palghar --> Khar Road
P2770	Mahim --> Mahalaxmi
P2771	Palghar --> Mahim
P2772	Andheri --> Vaitarna
P2773	Palghar --> Dahisar
P2774	Mumbai Central --> Saphale
P2775	Vile Parle --> Mumbai Central
P2776	Virar --> Saphale
P2777	Palghar --> Jogeshwari
P2778	Vile Parle --> Dahanu Road
P2779	Virar --> Saphale
P2780	Palghar --> Mira Road
P2781	Virar --> Naigaon
P2782	Umroli --> Bhayandar
P2783	Palghar --> Goregaon
P2784	Kelve Road --> Dahisar
P2785	Khar Road --> Dahisar
P2786	Goregaon --> Matunga
P2787	Palghar --> Marine Lines
P2788	Bandra --> Saphale
P2789	Khar Road --> Vile Parle
P2790	Lower Parel --> Mahalaxmi
P2791	Nala Sopara --> Khar Road
P2792	Vaitarna --> Umroli
P2793	Churchgate --> Marine Lines
P2794	Vangaon --> Saphale
P2795	Santacruz --> Charni Road
P2796	Santacruz --> Malad
P2797	Vasai Road --> Marine Lines
P2798	Marine Lines --> Kelve Road
P2799	Santacruz --> Dahanu Road
P2800	Virar --> Bhayandar
P2801	Nala Sopara --> Virar
P2802	Grant Road --> Andheri
P2803	Dahisar --> Goregaon
P2804	Bandra --> Jogeshwari
P2805	Lower Parel --> Borivali
P2806	Jogeshwari --> Vaitarna
P2807	Palghar --> Goregaon
P2808	Bandra --> Vangaon
P2809	Dadar --> Khar Road
P2810	Elphinstone Road --> Palghar
P2811	Boisar --> Vile Parle
P2812	Dahisar --> Matunga
P2813	Bandra --> Lower Parel
P2814	Marine Lines --> Malad
P2815	Boisar --> Mira Road
P2816	Mahalaxmi --> Nala Sopara
P2817	Khar Road --> Marine Lines
P2818	Umroli --> Vangaon
P2819	Bandra --> Charni Road
P2820	Marine Lines --> Matunga
P2821	Santacruz --> Vaitarna
P2822	Malad --> Santacruz
P2823	Bhayandar --> Santacruz
P2824	Umroli --> Andheri
P2825	Goregaon --> Vangaon
P2826	Jogeshwari --> Mahalaxmi
P2827	Marine Lines --> Vasai Road
P2828	Boisar --> Dahisar
P2829	Matunga --> Malad
P2830	Boisar --> Charni Road
P2831	Andheri --> Naigaon
P2832	Virar --> Mira Road
P2833	Mahim --> Elphinstone Road
P2834	Dahanu Road --> Elphinstone Road
P2835	Bhayandar --> Palghar
P2836	Churchgate --> Borivali
P2837	Vile Parle --> Marine Lines
P2838	Dahanu Road --> Santacruz
P2839	Bandra --> Nala Sopara
P2840	Dahanu Road --> Kelve Road
P2841	Dahanu Road --> Lower Parel
P2842	Naigaon --> Jogeshwari
P2843	Vangaon --> Boisar
P2844	Vaitarna --> Mira Road
P2845	Grant Road --> Santacruz
P2846	Marine Lines --> Dahanu Road
P2847	Marine Lines --> Mahim
P2848	Goregaon --> Mahalaxmi
P2849	Elphinstone Road --> Vasai Road
P2850	Khar Road --> Boisar
P2851	Dadar --> Dahanu Road
P2852	Naigaon --> Bhayandar
P2853	Umroli --> Vasai Road
P2854	Boisar --> Palghar
P2855	Naigaon --> Vaitarna
P2856	Nala Sopara --> Vile Parle
P2857	Mahalaxmi --> Kelve Road
P2858	Vile Parle --> Borivali
P2859	Kelve Road --> Dahanu Road
P2860	Borivali --> Mumbai Central
P2861	Matunga --> Bandra
P2862	Dahanu Road --> Vangaon
P2863	Vasai Road --> Saphale
P2864	Charni Road --> Matunga
P2865	Saphale --> Mahalaxmi
P2866	Marine Lines --> Dadar
P2867	Dadar --> Kelve Road
P2868	Churchgate --> Umroli
P2869	Dadar --> Malad
P2870	Naigaon --> Marine Lines
P2871	Vasai Road --> Churchgate
P2872	Vasai Road --> Kandivali
P2873	Naigaon --> Boisar
P2874	Khar Road --> Virar
P2875	Kelve Road --> Marine Lines
P2876	Malad --> Goregaon
P2877	Vaitarna --> Borivali
P2878	Matunga --> Saphale
P2879	Naigaon --> Vaitarna
P2880	Goregaon --> Kandivali
P2881	Mahim --> Vaitarna
P2882	Khar Road --> Dahisar
P2883	Jogeshwari --> Bandra
P2884	Churchgate --> Palghar
P2885	Vaitarna --> Vasai Road
P2886	Charni Road --> Lower Parel
P2887	Goregaon --> Kandivali
P2888	Vasai Road --> Nala Sopara
P2889	Marine Lines --> Bhayandar
P2890	Khar Road --> Kandivali
P2891	Goregaon --> Nala Sopara
P2892	Goregaon --> Kandivali
P2893	Mahim --> Mahalaxmi
P2894	Dahanu Road --> Marine Lines
P2895	Dahisar --> Bhayandar
P2896	Kandivali --> Charni Road
P2897	Malad --> Santacruz
P2898	Dahanu Road --> Borivali
P2899	Palghar --> Saphale
P2900	Naigaon --> Saphale
P2901	Churchgate --> Marine Lines
P2902	Nala Sopara --> Mahim
P2903	Elphinstone Road --> Khar Road
P2904	Nala Sopara --> Mahalaxmi
P2905	Lower Parel --> Elphinstone Road
P2906	Dadar --> Virar
P2907	Dadar --> Mahim
P2908	Bandra --> Mira Road
P2909	Saphale --> Vangaon
P2910	Lower Parel --> Vangaon
P2911	Saphale --> Andheri
P2912	Naigaon --> Vile Parle
P2913	Goregaon --> Kelve Road
P2914	Borivali --> Vangaon
P2915	Palghar --> Umroli
P2916	Andheri --> Vangaon
P2917	Mumbai Central --> Vaitarna
P2918	Khar Road --> Vile Parle
P2919	Bhayandar --> Kandivali
P2920	Borivali --> Jogeshwari
P2921	Churchgate --> Andheri
P2922	Vile Parle --> Malad
P2923	Charni Road --> Saphale
P2924	Nala Sopara --> Kandivali
P2925	Naigaon --> Goregaon
P2926	Nala Sopara --> Lower Parel
P2927	Grant Road --> Borivali
P2928	Grant Road --> Boisar
P2929	Vangaon --> Saphale
P2930	Naigaon --> Marine Lines
P2931	Dahanu Road --> Vasai Road
P2932	Andheri --> Dadar
P2933	Churchgate --> Umroli
P2934	Dahisar --> Vasai Road
P2935	Mira Road --> Vile Parle
P2936	Vangaon --> Dahisar
P2937	Umroli --> Lower Parel
P2938	Kandivali --> Mumbai Central
P2939	Kelve Road --> Santacruz
P2940	Vile Parle --> Bhayandar
P2941	Palghar --> Jogeshwari
P2942	Grant Road --> Bhayandar
P2943	Matunga --> Churchgate
P2944	Umroli --> Churchgate
P2945	Vasai Road --> Mira Road
P2946	Lower Parel --> Bhayandar
P2947	Santacruz --> Malad
P2948	Elphinstone Road --> Nala Sopara
P2949	Dahanu Road --> Vasai Road
P2950	Mahim --> Dahisar
P2951	Boisar --> Umroli
P2952	Malad --> Kelve Road
P2953	Mahalaxmi --> Kelve Road
P2954	Umroli --> Mira Road
P2955	Churchgate --> Mahalaxmi
P2956	Palghar --> Virar
P2957	Vangaon --> Borivali
P2958	Mahalaxmi --> Kandivali
P2959	Charni Road --> Vasai Road
P2960	Vaitarna --> Palghar
P2961	Santacruz --> Vasai Road
P2962	Nala Sopara --> Mira Road
P2963	Dadar --> Lower Parel
P2964	Palghar --> Dahisar
P2965	Kandivali --> Kelve Road
P2966	Kelve Road --> Elphinstone Road
P2967	Mumbai Central --> Dahisar
P2968	Bhayandar --> Mahalaxmi
P2969	Matunga --> Santacruz
P2970	Vaitarna --> Elphinstone Road
P2971	Khar Road --> Mahim
P2972	Vangaon --> Grant Road
P2973	Matunga --> Mahim
P2974	Virar --> Vaitarna
P2975	Dahisar --> Bandra
P2976	Nala Sopara --> Vaitarna
P2977	Lower Parel --> Grant Road
P2978	Khar Road --> Vangaon
P2979	Mahim --> Marine Lines
P2980	Nala Sopara --> Mahim
P2981	Kelve Road --> Saphale
P2982	Naigaon --> Dahanu Road
P2983	Khar Road --> Mira Road
P2984	Santacruz --> Jogeshwari
P2985	Mahalaxmi --> Goregaon
P2986	Vaitarna --> Churchgate
P2987	Marine Lines --> Borivali
P2988	Mumbai Central --> Umroli
P2989	Vile Parle --> Santacruz
P2990	Palghar --> Andheri
P2991	Mumbai Central --> Mahalaxmi
P2992	Khar Road --> Vangaon
P2993	Virar --> Jogeshwari
P2994	Mumbai Central --> Charni Road
P2995	Mahim --> Vangaon
P2996	Kandivali --> Borivali
P2997	Jogeshwari --> Charni Road
P2998	Marine Lines --> Dahanu Road
P2999	Bandra --> Matunga
P3000	Grant Road --> Santacruz
P3001	Kandivali --> Jogeshwari
P3002	Borivali --> Matunga
P3003	Kelve Road --> Kandivali
P3004	Umroli --> Mumbai Central
P3005	Dahisar --> Nala Sopara
P3006	Jogeshwari --> Vasai Road
P3007	Churchgate --> Bandra
P3008	Mumbai Central --> Andheri
P3009	Bhayandar --> Elphinstone Road
P3010	Saphale --> Lower Parel
P3011	Matunga --> Bhayandar
P3012	Mahim --> Boisar
P3013	Bandra --> Elphinstone Road
P3014	Mira Road --> Bhayandar
P3015	Lower Parel --> Dahisar
P3016	Vasai Road --> Saphale
P3017	Goregaon --> Virar
P3018	Saphale --> Naigaon
P3019	Nala Sopara --> Vangaon
P3020	Bhayandar --> Umroli
P3021	Dadar --> Mumbai Central
P3022	Virar --> Khar Road
P3023	Umroli --> Nala Sopara
P3024	Boisar --> Bhayandar
P3025	Borivali --> Grant Road
P3026	Kelve Road --> Khar Road
P3027	Naigaon --> Vasai Road
P3028	Kandivali --> Kelve Road
P3029	Dadar --> Mira Road
P3030	Matunga --> Mira Road
P3031	Bandra --> Churchgate
P3032	Nala Sopara --> Vasai Road
P3033	Grant Road --> Matunga
P3034	Palghar --> Elphinstone Road
P3035	Matunga --> Santacruz
P3036	Virar --> Charni Road
P3037	Churchgate --> Mahim
P3038	Mahalaxmi --> Santacruz
P3039	Kelve Road --> Mira Road
P3040	Elphinstone Road --> Dadar
P3041	Grant Road --> Dahisar
P3042	Dahanu Road --> Saphale
P3043	Kandivali --> Mahim
P3044	Mira Road --> Boisar
P3045	Andheri --> Dahanu Road
P3046	Elphinstone Road --> Dahisar
P3047	Borivali --> Marine Lines
P3048	Vangaon --> Mahalaxmi
P3049	Vaitarna --> Bhayandar
P3050	Grant Road --> Mahim
P3051	Boisar --> Churchgate
P3052	Elphinstone Road --> Dadar
P3053	Vaitarna --> Umroli
P3054	Charni Road --> Palghar
P3055	Virar --> Grant Road
P3056	Nala Sopara --> Vaitarna
P3057	Mumbai Central --> Dadar
P3058	Dahanu Road --> Naigaon
P3059	Mahim --> Jogeshwari
P3060	Umroli --> Churchgate
P3061	Dahisar --> Bhayandar
P3062	Bandra --> Andheri
P3063	Charni Road --> Nala Sopara
P3064	Marine Lines --> Vasai Road
P3065	Mahalaxmi --> Mumbai Central
P3066	Matunga --> Vangaon
P3067	Churchgate --> Bandra
P3068	Andheri --> Dadar
P3069	Boisar --> Mahim
P3070	Boisar --> Kandivali
P3071	Andheri --> Jogeshwari
P3072	Nala Sopara --> Boisar
P3073	Malad --> Jogeshwari
P3074	Dahanu Road --> Malad
P3075	Boisar --> Khar Road
P3076	Elphinstone Road --> Malad
P3077	Mira Road --> Saphale
P3078	Bhayandar --> Kelve Road
P3079	Marine Lines --> Saphale
P3080	Grant Road --> Dahisar
P3081	Boisar --> Mumbai Central
P3082	Vaitarna --> Bandra
P3083	Umroli --> Santacruz
P3084	Bandra --> Matunga
P3085	Mira Road --> Dahisar
P3086	Elphinstone Road --> Churchgate
P3087	Charni Road --> Mira Road
P3088	Palghar --> Marine Lines
P3089	Saphale --> Matunga
P3090	Grant Road --> Vile Parle
P3091	Umroli --> Nala Sopara
P3092	Santacruz --> Nala Sopara
P3093	Naigaon --> Malad
P3094	Palghar --> Virar
P3095	Goregaon --> Andheri
P3096	Vaitarna --> Jogeshwari
P3097	Goregaon --> Khar Road
P3098	Dahanu Road --> Palghar
P3099	Vaitarna --> Malad
P3100	Kandivali --> Churchgate
P3101	Virar --> Grant Road
P3102	Umroli --> Vasai Road
P3103	Vangaon --> Mira Road
P3104	Charni Road --> Naigaon
P3105	Charni Road --> Boisar
P3106	Dahanu Road --> Malad
P3107	Matunga --> Vile Parle
P3108	Vasai Road --> Vaitarna
P3109	Matunga --> Borivali
P3110	Vangaon --> Vaitarna
P3111	Mahalaxmi --> Dahisar
P3112	Palghar --> Andheri
P3113	Dadar --> Boisar
P3114	Kandivali --> Boisar
P3115	Vaitarna --> Goregaon
P3116	Dahisar --> Bhayandar
P3117	Elphinstone Road --> Kandivali
P3118	Vasai Road --> Khar Road
P3119	Mahim --> Lower Parel
P3120	Borivali --> Vaitarna
P3121	Goregaon --> Vangaon
P3122	Dahisar --> Elphinstone Road
P3123	Elphinstone Road --> Matunga
P3124	Boisar --> Marine Lines
P3125	Palghar --> Dahisar
P3126	Jogeshwari --> Virar
P3127	Marine Lines --> Matunga
P3128	Marine Lines --> Matunga
P3129	Naigaon --> Vaitarna
P3130	Mahalaxmi --> Kandivali
P3131	Marine Lines --> Goregaon
P3132	Vaitarna --> Matunga
P3133	Dahisar --> Santacruz
P3134	Bandra --> Andheri
P3135	Elphinstone Road --> Boisar
P3136	Dadar --> Vangaon
P3137	Borivali --> Vangaon
P3138	Khar Road --> Vangaon
P3139	Palghar --> Vaitarna
P3140	Kelve Road --> Matunga
P3141	Charni Road --> Dahisar
P3142	Jogeshwari --> Santacruz
P3143	Dahanu Road --> Lower Parel
P3144	Nala Sopara --> Charni Road
P3145	Saphale --> Boisar
P3146	Lower Parel --> Mahim
P3147	Mahim --> Elphinstone Road
P3148	Santacruz --> Boisar
P3149	Grant Road --> Lower Parel
P3150	Mahalaxmi --> Bandra
P3151	Mumbai Central --> Naigaon
P3152	Charni Road --> Marine Lines
P3153	Vangaon --> Andheri
P3154	Malad --> Palghar
P3155	Palghar --> Nala Sopara
P3156	Saphale --> Mahalaxmi
P3157	Mahim --> Malad
P3158	Charni Road --> Dahisar
P3159	Vaitarna --> Andheri
P3160	Kelve Road --> Goregaon
P3161	Virar --> Vile Parle
P3162	Santacruz --> Andheri
P3163	Mumbai Central --> Kelve Road
P3164	Goregaon --> Churchgate
P3165	Khar Road --> Marine Lines
P3166	Vile Parle --> Umroli
P3167	Churchgate --> Vile Parle
P3168	Mahalaxmi --> Lower Parel
P3169	Grant Road --> Bandra
P3170	Mira Road --> Nala Sopara
P3171	Vasai Road --> Khar Road
P3172	Kelve Road --> Nala Sopara
P3173	Kandivali --> Lower Parel
P3174	Goregaon --> Kandivali
P3175	Kandivali --> Vasai Road
P3176	Bhayandar --> Dahanu Road
P3177	Khar Road --> Kelve Road
P3178	Saphale --> Grant Road
P3179	Mira Road --> Khar Road
P3180	Goregaon --> Malad
P3181	Dadar --> Borivali
P3182	Mahim --> Santacruz
P3183	Vangaon --> Matunga
P3184	Andheri --> Kandivali
P3185	Matunga --> Mira Road
P3186	Virar --> Dadar
P3187	Mira Road --> Virar
P3188	Umroli --> Dahisar
P3189	Umroli --> Lower Parel
P3190	Vasai Road --> Nala Sopara
P3191	Malad --> Santacruz
P3192	Vaitarna --> Khar Road
P3193	Marine Lines --> Vangaon
P3194	Jogeshwari --> Naigaon
P3195	Mahim --> Umroli
P3196	Dadar --> Mahim
P3197	Boisar --> Vangaon
P3198	Elphinstone Road --> Andheri
P3199	Bandra --> Palghar
P3200	Matunga --> Marine Lines
P3201	Charni Road --> Umroli
P3202	Palghar --> Naigaon
P3203	Dahanu Road --> Boisar
P3204	Lower Parel --> Mahim
P3205	Kandivali --> Mira Road
P3206	Khar Road --> Jogeshwari
P3207	Bandra --> Vangaon
P3208	Mumbai Central --> Boisar
P3209	Elphinstone Road --> Palghar
P3210	Goregaon --> Mahalaxmi
P3211	Kandivali --> Mira Road
P3212	Umroli --> Vile Parle
P3213	Malad --> Bandra
P3214	Mumbai Central --> Churchgate
P3215	Kandivali --> Goregaon
P3216	Santacruz --> Marine Lines
P3217	Vasai Road --> Elphinstone Road
P3218	Santacruz --> Dahanu Road
P3219	Saphale --> Mahim
P3220	Malad --> Mahim
P3221	Grant Road --> Lower Parel
P3222	Marine Lines --> Churchgate
P3223	Naigaon --> Mahalaxmi
P3224	Saphale --> Nala Sopara
P3225	Palghar --> Saphale
P3226	Naigaon --> Bandra
P3227	Jogeshwari --> Umroli
P3228	Boisar --> Jogeshwari
P3229	Santacruz --> Grant Road
P3230	Goregaon --> Dahanu Road
P3231	Malad --> Umroli
P3232	Goregaon --> Bhayandar
P3233	Bandra --> Khar Road
P3234	Santacruz --> Saphale
P3235	Khar Road --> Grant Road
P3236	Saphale --> Bandra
P3237	Mahalaxmi --> Matunga
P3238	Matunga --> Vangaon
P3239	Charni Road --> Vaitarna
P3240	Mira Road --> Andheri
P3241	Mumbai Central --> Boisar
P3242	Mumbai Central --> Dahisar
P3243	Santacruz --> Umroli
P3244	Elphinstone Road --> Mahim
P3245	Boisar --> Naigaon
P3246	Virar --> Vangaon
P3247	Mahim --> Elphinstone Road
P3248	Naigaon --> Bandra
P3249	Kandivali --> Boisar
P3250	Lower Parel --> Elphinstone Road
P3251	Dahisar --> Grant Road
P3252	Vile Parle --> Vaitarna
P3253	Andheri --> Khar Road
P3254	Vangaon --> Mira Road
P3255	Khar Road --> Borivali
P3256	Borivali --> Dahisar
P3257	Dahanu Road --> Andheri
P3258	Kandivali --> Naigaon
P3259	Dahanu Road --> Santacruz
P3260	Boisar --> Marine Lines
P3261	Marine Lines --> Vaitarna
P3262	Mahalaxmi --> Umroli
P3263	Bhayandar --> Matunga
P3264	Boisar --> Jogeshwari
P3265	Palghar --> Marine Lines
P3266	Khar Road --> Mumbai Central
P3267	Marine Lines --> Virar
P3268	Grant Road --> Palghar
P3269	Kelve Road --> Virar
P3270	Vasai Road --> Malad
P3271	Lower Parel --> Vasai Road
P3272	Charni Road --> Kandivali
P3273	Matunga --> Dahanu Road
P3274	Saphale --> Andheri
P3275	Kelve Road --> Boisar
P3276	Vile Parle --> Mahim
P3277	Jogeshwari --> Andheri
P3278	Dahanu Road --> Grant Road
P3279	Elphinstone Road --> Kelve Road
P3280	Boisar --> Mumbai Central
P3281	Elphinstone Road --> Mahalaxmi
P3282	Grant Road --> Kandivali
P3283	Boisar --> Borivali
P3284	Virar --> Charni Road
P3285	Bhayandar --> Mahim
P3286	Bandra --> Vasai Road
P3287	Churchgate --> Palghar
P3288	Jogeshwari --> Kelve Road
P3289	Mahalaxmi --> Jogeshwari
P3290	Boisar --> Elphinstone Road
P3291	Palghar --> Bandra
P3292	Andheri --> Dadar
P3293	Bandra --> Churchgate
